time,start_time,end_time,flare_id,xrsb_irrad,flare_class,xrsb_irrad_source,background_irrad,integrated_irrad_peak,integrated_irrad_end,flare_loc_swpc_hgs_lon,flare_loc_swpc_hgs_lat,flare_loc_swpc_source,flare_loc_xrs_hgs_lon,flare_loc_xrs_hgs_lat,flare_loc_xrs_hpc_x,flare_loc_xrs_hpc_y,flare_loc_xrs_source,sequential_flare_num,peak_saturated,active_region
2021-08-25 15:42:00,2021-08-25 15:35:00,2021-08-25 15:47:00,202108251535,3.021e-07,B3.0,GOES-16,1.653e-07,1.515e-04,1.935e-04,,,,,,,,,1,0,
2021-08-25 16:02:00,2021-08-25 15:57:00,2021-08-25 16:06:00,202108251557,4.079e-07,B4.0,GOES-16,1.789e-07,1.614e-04,1.952e-04,,,,,,,,,1,0,
2021-08-25 21:24:00,2021-08-25 21:17:00,2021-08-25 21:28:00,202108252117,1.799e-07,B1.7,GOES-16,1.266e-07,9.818e-05,1.155e-04,,,,,,,,,1,0,
2021-08-25 23:45:00,2021-08-25 23:39:00,2021-08-25 23:53:00,202108252339,2.408e-07,B2.4,GOES-16,1.558e-07,1.138e-04,1.954e-04,,,,,,,,,1,0,
2021-08-26 05:32:00,2021-08-26 05:22:00,2021-08-26 05:43:00,202108260522,6.308e-07,B6.3,GOES-16,1.336e-07,2.876e-04,5.117e-04,339.0,21.0,LEA,,,,,,1,0,2859
2021-08-26 09:41:00,2021-08-26 09:35:00,2021-08-26 09:45:00,202108260935,2.669e-07,B2.6,GOES-16,1.740e-07,1.314e-04,1.570e-04,,,,,,,,,1,0,
2021-08-26 10:51:00,2021-08-26 10:41:00,2021-08-26 10:59:00,202108261041,7.336e-07,B7.3,GOES-16,1.831e-07,3.218e-04,4.922e-04,,,,,,,,,1,0,
2021-08-26 12:11:00,2021-08-26 12:02:00,2021-08-26 12:16:00,202108261202,2.885e-07,B2.8,GOES-16,1.936e-07,1.919e-04,2.352e-04,,,,,,,,,1,0,
2021-08-26 12:23:00,2021-08-26 12:16:00,2021-08-26 12:27:00,202108261216,3.817e-07,B3.8,GOES-16,2.351e-07,1.961e-04,2.293e-04,,,,,,,,,1,0,
2021-08-26 14:03:00,2021-08-26 13:58:00,2021-08-26 14:07:00,202108261358,5.648e-07,B5.6,GOES-16,2.908e-07,2.404e-04,2.850e-04,,,,,,,,,1,0,
2021-08-26 17:37:00,2021-08-26 17:28:00,2021-08-26 17:44:00,202108261728,2.719e-07,B2.7,GOES-16,1.841e-07,1.795e-04,2.492e-04,,,,,,,,,1,0,
2021-08-26 18:18:00,2021-08-26 17:48:00,2021-08-26 18:41:00,202108261748,3.062e-06,C3.0,GOES-16,2.038e-07,3.003e-03,5.773e-03,346.0,20.0,HOL,347.73007,21.002403,-189.1686,231.84653,GOES-16_XRS,1,0,2859
2021-08-26 19:01:00,2021-08-26 18:57:00,2021-08-26 19:04:00,202108261857,1.320e-06,C1.3,GOES-16,9.350e-07,5.533e-04,6.143e-04,337.0,-28.0,HOL,336.48825,-34.586243,-312.76483,-625.1103,GOES-16_XRS,1,0,2860
2021-08-26 20:12:00,2021-08-26 20:03:00,2021-08-26 20:16:00,202108262003,7.583e-07,B7.5,GOES-16,3.515e-07,4.270e-04,4.846e-04,,,,,,,,,1,0,
2021-08-26 21:34:00,2021-08-26 21:22:00,,202108262122,4.472e-07,B4.4,GOES-16,2.184e-07,3.151e-04,,343.0,-28.0,HOL,,,,,,1,0,2860
2021-08-26 21:55:00,2021-08-26 21:51:00,,202108262151,3.832e-07,B3.8,GOES-16,3.497e-07,1.773e-04,,,,,,,,,,2,0,
2021-08-26 22:50:00,2021-08-26 22:40:00,2021-08-26 22:55:00,202108262240,7.380e-07,B7.3,GOES-16,3.906e-07,4.752e-04,5.740e-04,,,,,,,,,1,0,
2021-08-26 23:22:00,2021-08-26 23:17:00,2021-08-26 23:25:00,202108262317,3.997e-06,C3.9,GOES-16,2.761e-07,9.922e-04,1.061e-03,337.0,-31.0,HOL,337.95746,-29.16569,-312.18246,-555.85834,GOES-16_XRS,1,0,2860
2021-08-26 23:43:00,2021-08-26 23:40:00,2021-08-26 23:46:00,202108262340,3.750e-07,B3.7,GOES-16,2.111e-07,1.226e-04,1.375e-04,,,,,,,,,1,0,
2021-08-27 01:51:00,2021-08-27 01:45:00,2021-08-27 01:54:00,202108270145,3.353e-07,B3.3,GOES-16,2.223e-07,1.595e-04,1.753e-04,,,,,,,,,1,0,
2021-08-27 06:15:00,2021-08-27 06:03:00,2021-08-27 06:20:00,202108270603,9.273e-07,B9.2,GOES-16,1.869e-07,4.813e-04,5.693e-04,348.0,-26.0,LEA,,,,,,1,0,2860
2021-08-27 07:16:00,2021-08-27 07:10:00,2021-08-27 07:21:00,202108270710,3.626e-07,B3.6,GOES-16,2.271e-07,1.804e-04,2.323e-04,,,,,,,,,1,0,
2021-08-27 12:17:00,2021-08-27 12:11:00,,202108271211,2.575e-07,B2.5,GOES-16,1.860e-07,1.328e-04,,354.0,-28.0,SVI,,,,,,1,0,2860
2021-08-27 12:40:00,2021-08-27 12:35:00,,202108271235,2.574e-07,B2.5,GOES-16,2.334e-07,1.339e-04,,,,,,,,,,2,0,
2021-08-27 15:15:00,2021-08-27 15:04:00,2021-08-27 15:23:00,202108271504,1.144e-06,C1.1,GOES-16,3.109e-07,6.426e-04,9.218e-04,67.0,-28.0,HOL,53.50734,-24.923147,693.7793,-461.41974,GOES-16_XRS,1,0,2862
2021-08-27 16:16:00,2021-08-27 16:06:00,2021-08-27 16:19:00,202108271606,4.872e-07,B4.8,GOES-16,2.933e-07,3.235e-04,3.452e-04,,,,,,,,,1,0,
2021-08-27 17:18:00,2021-08-27 17:08:00,2021-08-27 17:27:00,202108271708,7.866e-07,B7.8,GOES-16,2.062e-07,3.877e-04,6.246e-04,,,,,,,,,1,0,
2021-08-27 18:08:00,2021-08-27 18:01:00,2021-08-27 18:12:00,202108271801,4.469e-07,B4.4,GOES-16,2.345e-07,2.196e-04,2.598e-04,,,,,,,,,1,0,
2021-08-27 18:30:00,2021-08-27 18:22:00,2021-08-27 18:47:00,202108271822,4.634e-07,B4.6,GOES-16,3.205e-07,2.913e-04,6.572e-04,,,,,,,,,1,0,
2021-08-27 20:21:00,2021-08-27 20:15:00,2021-08-27 20:24:00,202108272015,1.775e-06,C1.7,GOES-16,2.863e-07,6.435e-04,6.856e-04,,,,355.87305,-23.807383,-62.76695,-489.54486,GOES-16_XRS,1,0,
2021-08-27 21:09:00,2021-08-27 20:39:00,2021-08-27 21:41:00,202108272039,7.400e-06,C7.3,GOES-16,4.314e-07,6.680e-03,1.617e-02,356.0,-27.0,HOL,356.65732,-25.816605,-50.03233,-517.9882,GOES-16_XRS,1,0,2860
2021-08-28 00:00:00,2021-08-27 23:55:00,2021-08-28 00:04:00,202108272355,1.256e-06,C1.2,GOES-16,7.756e-07,5.566e-04,6.690e-04,,,,3.066047,-18.222075,48.443607,-407.89935,GOES-16_XRS,1,0,
2021-08-28 00:45:00,2021-08-28 00:41:00,2021-08-28 00:48:00,202108280041,6.010e-07,B6.0,GOES-16,4.230e-07,2.474e-04,2.751e-04,,,,,,,,,1,0,
2021-08-28 01:08:00,2021-08-28 00:59:00,2021-08-28 01:15:00,202108280059,5.965e-07,B5.9,GOES-16,3.726e-07,3.921e-04,5.429e-04,,,,,,,,,1,0,
2021-08-28 02:48:00,2021-08-28 02:28:00,2021-08-28 03:01:00,202108280228,1.050e-06,C1.0,GOES-16,3.255e-07,1.071e-03,1.594e-03,358.0,-26.0,LEA,4.2241855,-23.837837,64.23179,-490.08453,GOES-16_XRS,1,0,2860
2021-08-28 04:09:00,2021-08-28 04:01:00,2021-08-28 04:18:00,202108280401,1.121e-06,C1.1,GOES-16,8.001e-07,6.911e-04,1.102e-03,,,,353.10092,-20.679522,-107.150406,-443.86163,GOES-16_XRS,1,0,
2021-08-28 04:46:00,2021-08-28 04:40:00,,202108280440,1.022e-06,C1.0,GOES-16,7.467e-07,5.344e-04,,,,,355.5405,-20.576809,-69.40746,-442.83557,GOES-16_XRS,1,0,
2021-08-28 05:05:00,2021-08-28 05:01:00,2021-08-28 05:07:00,202108280501,7.044e-06,C7.0,GOES-16,9.085e-07,1.265e-03,1.332e-03,353.0,-31.0,LEA,354.5367,-29.057337,-79.324036,-562.1554,GOES-16_XRS,2,0,2860
2021-08-28 06:11:00,2021-08-28 05:39:00,2021-08-28 06:22:00,202108280539,4.786e-05,M4.7,GOES-16,5.793e-07,3.823e-02,5.365e-02,1.0,-28.0,SVI,0.87106013,-26.056532,13.0192,-521.6663,GOES-16_XRS,1,0,2860
2021-08-28 08:46:00,2021-08-28 08:38:00,2021-08-28 08:57:00,202108280838,4.299e-06,C4.2,GOES-16,2.895e-06,2.549e-03,4.524e-03,1.0,-26.0,SVI,0.69924384,-25.477398,10.502945,-513.6393,GOES-16_XRS,1,0,2860
2021-08-28 11:55:00,2021-08-28 11:47:00,2021-08-28 12:03:00,202108281147,2.819e-06,C2.8,GOES-16,1.242e-06,1.534e-03,2.297e-03,4.0,-27.0,SVI,2.815267,-23.805826,42.844177,-489.95987,GOES-16_XRS,1,0,2860
2021-08-28 12:50:00,2021-08-28 12:35:00,,202108281235,1.774e-06,C1.7,GOES-16,1.022e-06,1.668e-03,,4.0,-26.0,HOL,8.722182,-28.478691,127.05532,-553.7622,GOES-16_XRS,1,0,2860
2021-08-28 13:11:00,2021-08-28 13:08:00,2021-08-28 13:13:00,202108281308,1.814e-06,C1.8,GOES-16,1.582e-06,7.033e-04,7.976e-04,,,,16.16122,-30.069324,229.56589,-572.1169,GOES-16_XRS,2,0,
2021-08-28 14:27:00,2021-08-28 14:21:00,2021-08-28 14:41:00,202108281421,9.524e-07,B9.5,GOES-16,6.466e-07,4.982e-04,1.094e-03,4.0,-25.0,HOL,,,,,,1,0,2860
2021-08-28 16:02:00,2021-08-28 15:54:00,,202108281554,6.903e-07,B6.9,GOES-16,4.698e-07,4.255e-04,,,,,,,,,,1,0,
2021-08-28 16:16:00,2021-08-28 16:12:00,2021-08-28 16:18:00,202108281612,6.963e-07,B6.9,GOES-16,6.628e-07,3.250e-04,3.640e-04,,,,,,,,,2,0,
2021-08-28 16:43:00,2021-08-28 16:26:00,2021-08-28 16:54:00,202108281626,1.476e-06,C1.4,GOES-16,6.342e-07,1.493e-03,2.118e-03,7.0,-25.0,HOL,18.439466,-24.625479,274.08865,-496.17914,GOES-16_XRS,1,0,2860
2021-08-28 19:21:00,2021-08-28 19:07:00,2021-08-28 19:27:00,202108281907,5.153e-07,B5.1,GOES-16,3.621e-07,5.018e-04,6.078e-04,,,,,,,,,1,0,
2021-08-29 00:28:00,2021-08-29 00:15:00,,202108290015,5.366e-06,C5.3,GOES-16,3.784e-07,2.292e-03,,,,,11.989688,-24.463171,180.2804,-497.2524,GOES-16_XRS,1,0,
2021-08-29 00:44:00,2021-08-29 00:34:00,2021-08-29 00:49:00,202108290034,7.439e-06,C7.4,GOES-16,5.045e-06,5.266e-03,6.337e-03,,,,13.295876,-24.451155,199.60004,-496.5381,GOES-16_XRS,2,0,
2021-08-29 03:58:00,2021-08-29 03:53:00,2021-08-29 04:01:00,202108290353,3.792e-07,B3.7,GOES-16,2.178e-07,1.602e-04,1.766e-04,,,,,,,,,1,0,
2021-08-29 06:35:00,2021-08-29 06:30:00,2021-08-29 06:38:00,202108290630,7.581e-07,B7.5,GOES-16,3.865e-07,2.907e-04,3.210e-04,,,,,,,,,1,0,
2021-08-29 08:32:00,2021-08-29 08:22:00,,202108290822,8.926e-07,B8.9,GOES-16,4.517e-07,6.052e-04,,,,,,,,,,1,0,
2021-08-29 08:43:00,2021-08-29 08:39:00,2021-08-29 08:46:00,202108290839,1.101e-06,C1.1,GOES-16,8.095e-07,4.700e-04,5.210e-04,,,,359.2935,-18.2907,-11.167018,-409.6636,GOES-16_XRS,2,0,
2021-08-29 10:03:00,2021-08-29 09:54:00,2021-08-29 10:05:00,202108290954,8.150e-06,C8.1,GOES-16,5.804e-07,1.929e-03,2.055e-03,18.0,-25.0,SVI,14.869676,-24.210302,223.16115,-492.53796,GOES-16_XRS,1,0,2860
2021-08-29 17:30:00,2021-08-29 17:01:00,2021-08-29 17:50:00,202108291701,3.014e-06,C3.0,GOES-16,2.054e-07,2.954e-03,5.262e-03,23.0,-24.0,HOL,19.961876,-24.525124,296.1269,-494.2001,GOES-16_XRS,1,0,2860
2021-08-29 18:31:00,2021-08-29 18:28:00,2021-08-29 18:33:00,202108291828,9.829e-07,B9.8,GOES-16,5.550e-07,3.141e-04,3.517e-04,,,,,,,,,1,0,
2021-08-29 20:22:00,2021-08-29 20:01:00,2021-08-29 20:49:00,202108292001,8.757e-07,B8.7,GOES-16,3.499e-07,9.828e-04,2.038e-03,,,,,,,,,1,0,
2021-08-30 01:29:00,2021-08-30 01:21:00,2021-08-30 01:35:00,202108300121,7.268e-07,B7.2,GOES-16,2.979e-07,3.891e-04,5.091e-04,,,,,,,,,1,0,
2021-08-30 01:54:00,2021-08-30 01:42:00,2021-08-30 01:59:00,202108300142,1.618e-06,C1.6,GOES-16,3.865e-07,8.936e-04,1.072e-03,23.0,-30.0,LEA,28.097795,-27.439718,398.41,-528.8141,GOES-16_XRS,1,0,2860
2021-08-30 03:06:00,2021-08-30 03:02:00,2021-08-30 03:09:00,202108300302,7.234e-07,B7.2,GOES-16,3.420e-07,2.389e-04,2.669e-04,25.0,-27.0,LEA,,,,,,1,0,2860
2021-08-30 03:58:00,2021-08-30 03:48:00,2021-08-30 04:03:00,202108300348,1.324e-06,C1.3,GOES-16,3.079e-07,5.560e-04,6.984e-04,26.0,-28.0,LEA,26.425154,-29.234777,370.1498,-554.73737,GOES-16_XRS,1,0,2860
2021-08-30 04:53:00,2021-08-30 04:48:00,2021-08-30 04:56:00,202108300448,3.902e-07,B3.9,GOES-17,2.684e-07,1.835e-04,2.008e-04,,,,,,,,,1,0,
2021-08-30 07:58:00,2021-08-30 07:52:00,2021-08-30 08:06:00,202108300752,3.633e-07,B3.6,GOES-16,2.032e-07,1.782e-04,2.846e-04,,,,,,,,,1,0,
2021-08-30 09:39:00,2021-08-30 09:29:00,2021-08-30 09:53:00,202108300929,1.108e-06,C1.1,GOES-16,4.529e-07,7.046e-04,1.336e-03,27.0,-26.0,LEA,23.851202,-20.940836,360.1283,-439.7701,GOES-16_XRS,1,0,2860
2021-08-30 13:42:00,2021-08-30 13:30:00,2021-08-30 13:54:00,202108301330,1.168e-06,C1.1,GOES-16,3.556e-07,7.256e-04,1.252e-03,,,,27.663223,-31.53556,377.15,-584.3956,GOES-16_XRS,1,0,
2021-08-30 14:49:00,2021-08-30 14:40:00,2021-08-30 14:52:00,202108301440,7.115e-07,B7.1,GOES-16,3.896e-07,4.142e-04,4.411e-04,,,,,,,,,1,0,
2021-08-30 15:04:00,2021-08-30 14:57:00,2021-08-30 15:14:00,202108301457,7.784e-07,B7.7,GOES-16,3.698e-07,3.789e-04,6.811e-04,31.0,-28.0,HOL,,,,,,1,0,2860
2021-08-30 16:16:00,2021-08-30 16:07:00,,202108301607,9.014e-07,B9.0,GOES-16,3.373e-07,4.127e-04,,,,,,,,,,1,0,
2021-08-30 16:24:00,2021-08-30 16:20:00,2021-08-30 16:27:00,202108301620,2.091e-06,C2.0,GOES-16,6.159e-07,6.796e-04,7.406e-04,29.0,-27.0,SVI,30.716282,-27.602386,431.46277,-528.847,GOES-16_XRS,2,0,2860
2021-08-30 18:26:00,2021-08-30 18:17:00,2021-08-30 18:33:00,202108301817,7.701e-07,B7.7,GOES-16,3.915e-07,4.486e-04,6.240e-04,,,,,,,,,1,0,
2021-08-30 19:40:00,2021-08-30 19:29:00,2021-08-30 19:44:00,202108301929,1.735e-06,C1.7,GOES-16,7.093e-07,9.849e-04,1.103e-03,30.0,-25.0,HOL,29.630318,-20.640438,441.15506,-430.3428,GOES-16_XRS,1,0,2860
2021-08-30 20:52:00,2021-08-30 20:44:00,2021-08-30 21:02:00,202108302044,7.922e-07,B7.9,GOES-16,4.711e-07,4.968e-04,8.197e-04,31.0,-26.0,HOL,,,,,,1,0,2860
2021-08-30 21:34:00,2021-08-30 21:26:00,2021-08-30 21:36:00,202108302126,3.034e-06,C3.0,GOES-16,4.083e-07,7.325e-04,7.900e-04,31.0,-27.0,HOL,31.320744,-26.303467,444.22595,-510.2927,GOES-16_XRS,1,0,2860
2021-08-31 07:04:00,2021-08-31 07:00:00,2021-08-31 07:07:00,202108310700,2.104e-07,B2.1,GOES-16,1.377e-07,8.268e-05,9.241e-05,,,,,,,,,1,0,
2021-08-31 11:01:00,2021-08-31 10:55:00,2021-08-31 11:27:00,202108311055,1.981e-07,B1.9,GOES-16,1.429e-07,1.007e-04,3.643e-04,,,,,,,,,1,0,
2021-08-31 13:01:00,2021-08-31 12:55:00,2021-08-31 13:05:00,202108311255,2.640e-07,B2.6,GOES-16,1.563e-07,1.203e-04,1.443e-04,,,,,,,,,1,0,
2021-08-31 13:19:00,2021-08-31 13:14:00,2021-08-31 13:25:00,202108311314,3.568e-07,B3.5,GOES-16,1.679e-07,1.349e-04,2.060e-04,45.0,-27.0,SVI,,,,,,1,0,2860
2021-08-31 14:21:00,2021-08-31 14:08:00,2021-08-31 14:27:00,202108311408,7.227e-07,B7.2,GOES-16,1.605e-07,4.149e-04,5.253e-04,,,,,,,,,1,0,
2021-08-31 14:50:00,2021-08-31 14:42:00,,202108311442,5.710e-07,B5.7,GOES-16,1.814e-07,2.598e-04,,46.0,-26.0,HOL,,,,,,1,0,2860
2021-08-31 14:57:00,2021-08-31 14:54:00,2021-08-31 14:59:00,202108311454,6.118e-07,B6.1,GOES-16,3.910e-07,2.016e-04,2.266e-04,,,,,,,,,2,0,
2021-08-31 16:27:00,2021-08-31 16:19:00,2021-08-31 16:30:00,202108311619,2.770e-07,B2.7,GOES-16,1.498e-07,1.453e-04,1.574e-04,,,,,,,,,1,0,
2021-08-31 16:50:00,2021-08-31 16:41:00,2021-08-31 16:52:00,202108311641,6.554e-07,B6.5,GOES-16,1.741e-07,2.299e-04,2.453e-04,,,,,,,,,1,0,
2021-08-31 17:49:00,2021-08-31 17:46:00,2021-08-31 17:56:00,202108311746,2.095e-07,B2.0,GOES-16,1.477e-07,7.815e-05,1.325e-04,,,,,,,,,1,0,
2021-08-31 18:28:00,2021-08-31 18:22:00,2021-08-31 18:30:00,202108311822,2.390e-07,B2.3,GOES-17,1.540e-07,1.103e-04,1.209e-04,,,,,,,,,1,0,
2021-08-31 19:11:00,2021-08-31 18:57:00,2021-08-31 19:23:00,202108311857,7.139e-07,B7.1,GOES-16,1.358e-07,4.093e-04,7.626e-04,45.0,-27.0,HOL,,,,,,1,0,2860
2021-08-31 19:46:00,2021-08-31 19:42:00,2021-08-31 19:49:00,202108311942,2.378e-07,B2.3,GOES-16,1.655e-07,9.983e-05,1.115e-04,,,,,,,,,1,0,
2021-08-31 20:02:00,2021-08-31 19:55:00,2021-08-31 20:05:00,202108311955,2.868e-07,B2.8,GOES-16,2.036e-07,1.584e-04,1.723e-04,,,,,,,,,1,0,
2021-08-31 21:06:00,2021-08-31 21:01:00,2021-08-31 21:10:00,202108312101,2.092e-07,B2.0,GOES-16,1.452e-07,9.914e-05,1.190e-04,,,,,,,,,1,0,
2021-09-01 00:48:00,2021-09-01 00:40:00,2021-09-01 00:54:00,202109010040,1.983e-07,B1.9,GOES-16,1.392e-07,1.234e-04,1.644e-04,,,,,,,,,1,0,
2021-09-01 03:10:00,2021-09-01 03:03:00,2021-09-01 03:15:00,202109010303,1.828e-07,B1.8,GOES-16,1.191e-07,9.722e-05,1.233e-04,,,,,,,,,1,0,
2021-09-01 04:33:00,2021-09-01 04:27:00,2021-09-01 04:36:00,202109010427,2.658e-07,B2.6,GOES-16,1.188e-07,1.022e-04,1.119e-04,,,,,,,,,1,0,
2021-09-01 06:44:00,2021-09-01 06:40:00,2021-09-01 06:46:00,202109010640,2.535e-07,B2.5,GOES-16,1.336e-07,9.169e-05,9.931e-05,50.0,-25.0,SVI,,,,,,1,0,2860
2021-09-01 08:54:00,2021-09-01 08:44:00,2021-09-01 08:58:00,202109010844,1.232e-06,C1.2,GOES-16,1.529e-07,4.217e-04,4.953e-04,57.0,-30.0,SVI,49.327507,-24.874886,655.62885,-468.2406,GOES-16_XRS,1,0,2860
2021-09-01 13:19:00,2021-09-01 12:56:00,,202109011256,1.073e-06,C1.0,GOES-16,2.530e-07,1.090e-03,,,,,48.41131,-29.586962,619.68616,-535.6598,GOES-16_XRS,1,0,
2021-09-01 13:31:00,2021-09-01 13:20:00,2021-09-01 13:42:00,202109011320,1.274e-06,C1.2,GOES-16,1.065e-06,1.048e-03,1.697e-03,,,,52.301434,-26.050535,677.2169,-480.69742,GOES-16_XRS,2,0,
2021-09-02 00:46:00,2021-09-02 00:41:00,2021-09-02 00:48:00,202109020041,3.850e-07,B3.8,GOES-16,1.391e-07,1.204e-04,1.311e-04,,,,,,,,,1,0,
2021-09-02 03:38:00,2021-09-02 03:27:00,,202109020327,2.886e-07,B2.8,GOES-16,1.589e-07,2.024e-04,,,,,,,,,,1,0,
2021-09-02 03:52:00,2021-09-02 03:49:00,2021-09-02 03:57:00,202109020349,3.953e-07,B3.9,GOES-16,2.388e-07,1.409e-04,1.953e-04,,,,,,,,,2,0,
2021-09-02 05:51:00,2021-09-02 05:46:00,2021-09-02 05:57:00,202109020546,2.119e-07,B2.1,GOES-16,1.489e-07,9.855e-05,1.416e-04,,,,,,,,,1,0,
2021-09-02 11:50:00,2021-09-02 11:37:00,2021-09-02 11:57:00,202109021137,4.277e-07,B4.2,GOES-16,1.750e-07,2.987e-04,3.905e-04,,,,,,,,,1,0,
2021-09-02 20:55:00,2021-09-02 20:31:00,2021-09-02 21:19:00,202109022031,1.261e-06,C1.2,GOES-16,2.326e-07,1.217e-03,2.538e-03,,,,53.686382,-19.708565,722.9777,-385.6296,GOES-16_XRS,1,0,
2021-09-02 23:33:00,2021-09-02 23:26:00,,202109022326,3.067e-07,B3.0,GOES-16,1.969e-07,1.724e-04,,,,,,,,,,1,0,
2021-09-02 23:42:00,2021-09-02 23:37:00,2021-09-02 23:47:00,202109022337,3.501e-07,B3.5,GOES-16,2.879e-07,1.752e-04,2.314e-04,,,,,,,,,2,0,
2021-09-03 00:47:00,2021-09-03 00:39:00,2021-09-03 00:57:00,202109030039,3.708e-07,B3.7,GOES-16,1.951e-07,2.036e-04,3.455e-04,,,,,,,,,1,0,
2021-09-03 06:39:00,2021-09-03 06:30:00,2021-09-03 06:44:00,202109030630,4.689e-07,B4.6,GOES-16,1.515e-07,2.445e-04,3.007e-04,,,,,,,,,1,0,
2021-09-03 09:42:00,2021-09-03 09:36:00,2021-09-03 09:45:00,202109030936,2.935e-07,B2.9,GOES-16,1.901e-07,1.448e-04,1.580e-04,,,,,,,,,1,0,
2021-09-03 16:06:00,2021-09-03 15:59:00,2021-09-03 16:26:00,202109031559,6.263e-07,B6.2,GOES-16,2.091e-07,2.931e-04,8.899e-04,339.0,-18.0,SVI,,,,,,1,0,2863
2021-09-03 21:02:00,2021-09-03 20:49:00,,202109032049,5.680e-07,B5.6,GOES-17,2.620e-07,4.430e-04,,,,,,,,,,1,0,
2021-09-03 21:12:00,2021-09-03 20:47:00,2021-09-03 21:28:00,202109032047,5.805e-07,B5.8,GOES-16,2.270e-07,7.895e-04,1.179e-03,,,,,,,,,1,0,
2021-09-04 00:14:00,2021-09-04 00:02:00,2021-09-04 00:26:00,202109040002,3.946e-07,B3.9,GOES-16,2.259e-07,3.032e-04,5.028e-04,,,,,,,,,1,0,
2021-09-04 01:49:00,2021-09-04 01:42:00,,202109040142,3.571e-07,B3.5,GOES-16,2.005e-07,1.876e-04,,,,,,,,,,1,0,
2021-09-04 01:57:00,2021-09-04 01:53:00,,202109040153,4.567e-07,B4.5,GOES-16,3.430e-07,1.993e-04,,,,,,,,,,2,0,
2021-09-04 04:30:00,2021-09-04 04:17:00,2021-09-04 04:42:00,202109040417,5.490e-07,B5.4,GOES-17,3.610e-07,5.065e-04,7.959e-04,,,,,,,,,1,0,
2021-09-04 07:50:00,2021-09-04 07:37:00,2021-09-04 08:16:00,202109040737,8.190e-07,B8.1,GOES-16,2.124e-07,5.218e-04,1.421e-03,,,,,,,,,1,0,
2021-09-04 11:46:00,2021-09-04 11:37:00,2021-09-04 11:54:00,202109041137,5.806e-07,B5.8,GOES-16,4.005e-07,3.913e-04,5.741e-04,,,,,,,,,1,0,
2021-09-04 12:23:00,2021-09-04 12:14:00,2021-09-04 12:30:00,202109041214,4.621e-07,B4.6,GOES-16,3.351e-07,3.201e-04,4.424e-04,,,,,,,,,1,0,
2021-09-04 13:07:00,2021-09-04 13:00:00,2021-09-04 13:25:00,202109041300,5.092e-07,B5.0,GOES-16,2.598e-07,2.661e-04,6.651e-04,,,,,,,,,1,0,
2021-09-04 15:32:00,2021-09-04 14:56:00,2021-09-04 15:55:00,202109041456,6.401e-07,B6.4,GOES-16,2.013e-07,1.034e-03,1.670e-03,,,,,,,,,1,0,
2021-09-05 02:16:00,2021-09-05 02:10:00,2021-09-05 02:19:00,202109050210,4.592e-07,B4.5,GOES-16,2.624e-07,1.954e-04,2.147e-04,,,,,,,,,1,0,
2021-09-05 03:25:00,2021-09-05 03:10:00,2021-09-05 03:41:00,202109050310,6.374e-07,B6.3,GOES-16,2.963e-07,5.579e-04,9.996e-04,312.0,-21.0,LEA,,,,,,1,0,
2021-09-05 11:11:00,2021-09-05 10:56:00,2021-09-05 11:31:00,202109051056,5.223e-07,B5.2,GOES-16,3.130e-07,5.031e-04,1.000e-03,,,,,,,,,1,0,
2021-09-05 13:00:00,2021-09-05 12:52:00,2021-09-05 13:05:00,202109051252,5.254e-07,B5.2,GOES-16,3.087e-07,2.988e-04,3.719e-04,,,,,,,,,1,0,
2021-09-06 05:15:00,2021-09-06 05:08:00,2021-09-06 05:19:00,202109060508,4.400e-07,B4.3,GOES-17,3.079e-07,2.407e-04,2.833e-04,,,,,,,,,1,0,
2021-09-06 05:59:00,2021-09-06 05:52:00,2021-09-06 06:02:00,202109060552,5.022e-07,B5.0,GOES-16,3.354e-07,2.648e-04,2.871e-04,,,,,,,,,1,0,
2021-09-06 13:04:00,2021-09-06 13:00:00,2021-09-06 13:07:00,202109061300,4.646e-07,B4.6,GOES-16,3.193e-07,1.833e-04,2.040e-04,,,,,,,,,1,0,
2021-09-06 17:01:00,2021-09-06 16:57:00,2021-09-06 17:04:00,202109061657,4.601e-07,B4.6,GOES-16,2.873e-07,1.761e-04,1.964e-04,,,,,,,,,1,0,
2021-09-06 19:30:00,2021-09-06 19:21:00,2021-09-06 19:34:00,202109061921,4.035e-07,B4.0,GOES-16,2.582e-07,2.632e-04,3.011e-04,,,,,,,,,1,0,
2021-09-06 21:19:00,2021-09-06 21:15:00,,202109062115,4.506e-07,B4.5,GOES-16,3.264e-07,1.942e-04,,,,,,,,,,1,0,
2021-09-06 21:31:00,2021-09-06 21:28:00,2021-09-06 21:34:00,202109062128,4.431e-07,B4.4,GOES-16,3.822e-07,1.736e-04,1.967e-04,323.0,-18.0,HOL,,,,,,2,0,2866
2021-09-07 01:56:00,2021-09-07 01:44:00,2021-09-07 02:05:00,202109070144,7.352e-07,B7.3,GOES-16,2.746e-07,4.625e-04,6.933e-04,,,,,,,,,1,0,
2021-09-07 03:39:00,2021-09-07 03:29:00,2021-09-07 03:45:00,202109070329,5.596e-07,B5.5,GOES-16,2.811e-07,3.370e-04,4.367e-04,,,,,,,,,1,0,
2021-09-07 04:59:00,2021-09-07 04:49:00,2021-09-07 05:08:00,202109070449,4.057e-07,B4.0,GOES-17,2.695e-07,2.922e-04,4.385e-04,,,,,,,,,1,0,
